movie_title;id;recomended_movie_id_0;recomended_movie_id_1;recomended_movie_id_2;recomended_movie_id_3;recomended_movie_id_4;recomended_movie_title_0;recomended_movie_title_1;recomended_movie_title_2;recomended_movie_title_3;recomended_movie_title_4
Things We Lost in the Fire题迨;2561;1070;1405;3982.0;4293.0;4424.0;The Pelican Brief题迨;L.A. Confidential题迨;The Betrayed题迨;The Lady from Shanghai题迨;The Streets of San Francisco题迨            
Steel题迨;2562;2113;3803;4120.0;4678.0;4795.0;Moli棠瀣re题迨;Camping sauvage题迨;High Tension题迨;Irreplaceable题迨;Pierrot le Fou题迨
The Immigrant题迨;2563;1255;3664;3767.0;4486.0;;Arthur题迨            ;Saint Ralph题迨;Decoys题迨;Beyond the Black Rainbow题迨;Signed Sealed Delivered题迨
The White Countess题迨;2564;291;766;1021.0;2536.0;3099.0;The Other Guys题迨;Duplicity题迨;The Big Bounce题迨;See Spot Run题迨;A Low Down Dirty Shame题迨
Trance题迨;2565;838;916;1093.0;1241.0;1758.0;Casper题迨;Deck the Halls题迨;Fat Albert题迨;Ri题澧hie Ri题澧h题迨;Hocus Pocus题迨
Soul Plane题迨;2566;1200;1817;2610.0;2831.0;4426.0;The Intern题迨;What Just Happened题迨;Wag the Dog题迨;Harriet the Spy题迨;Trees Lounge题迨
Welcome to the Sticks题迨;2567;1432;2366;2545.0;4013.0;4615.0;Something Borrowed题迨;Take Me Home Tonight题迨;Boys and Girls题迨;Beginners题迨;Celeste & Jesse Forever题迨
Good题迨;2568;548;1861;3462.0;4894.0;4894.0;Immortals题迨;The Bodyguard题迨;Buffy the Vampire Slayer题迨            ;;
Enter the Void题迨;2569;692;1711;2360.0;2374.0;4145.0;Dragon Blade题迨;1911题迨;Firestorm题迨;Out of Inferno题迨;Silver Medallist题迨
Vamps题迨;2570;1188;1695;1977.0;2064.0;3613.0;The Social Network题迨;An Unfinished Life题迨;The Road题迨;Vanity Fair题迨;Julia题迨
Hachi: A Dog's Tale题迨;2571;1268;1731;2076.0;2588.0;4894.0;The Other Boleyn Girl题迨;Cry Freedom题迨;Gandhi题迨;The King's Speech题迨;
Zulu题迨;2572;1067;1820;3896.0;4064.0;4894.0;Miss Congeniality题迨;Paul Blart: Mall Cop题迨;You Kill Me题迨;8 Heads in a Duffel Bag题迨;
The Homesman题迨;2573;1591;1632;2174.0;2203.0;4216.0;Mystic River题迨;Sicario题迨;Premonition题迨;Wild Things题迨;In the Heat of the Night题迨            
Juwanna Mann题迨;2574;1501;2485;3492.0;3590.0;4844.0;The Age of Innocence题迨;Beastly题迨;Mother and Child题迨;The Virgin Suicides题迨;The Big Parade题迨
Lilyhammer题迨            ;2575;675;1248;2401.0;4237.0;;Fight Club题迨;The Doors题迨;Blue Jasmine题迨;Winter's Bone题迨;Pink Narcissus题迨
Ararat题迨;2576;2243;3508;3525.0;3573.0;3833.0;Kung Fu Hustle题迨;Z Storm题迨;Elite Squad题迨;Mr. Nice Guy题迨;Exiled题迨
Madison题迨;2577;384;2997;3143.0;3774.0;4480.0;K-19: The Widowmaker题迨;The Cry of the Owl题迨;Dirty Pretty Things题迨;The Cottage题迨;Dead Man's Shoes题迨
Slow Burn题迨;2578;529;2099;2982.0;3144.0;3276.0;Grown Ups题迨;I Heart Huckabees题迨;Breakfast of Champions题迨;Movie 43题迨;PCU题迨
Wasabi题迨;2579;1727;1792;2342.0;2428.0;2632.0;Frost/Nixon题迨;Divine Secrets of the Ya-Ya Sisterhood题迨;Dances with Wolves题迨;The Ice Storm题迨;The Great Debaters题迨
Slither题迨;2580;370;1184;1620.0;2223.0;2391.0;The Haunted Mansion题迨;Cheaper by the Dozen题迨;Like Mike题迨;Shorts题迨;Diary of a Wimpy Kid: Rodrick Rules题迨
Beverly Hills Cop题迨;2581;967;2889;3016.0;3221.0;4076.0;Silent Hill题迨;Casino Jack题迨;Saw VI题迨;You Got Served: Beat the World题迨;Hobo with a Shotgun题迨
Home Alone题迨;2582;763;2202;2336.0;4443.0;4894.0;Year One题迨;A Very Harold & Kumar 3D Christmas题迨;Dwegons and Leprechauns题迨;The Lion of Judah题迨;
3 Men and a Baby题迨;2583;699;1538;2099.0;2852.0;2941.0;Blades of Glory题迨;The Big Wedding题迨;I Heart Huckabees题迨;21 & Over题迨;How to Be a Player题迨
Tootsie题迨;2584;2802;3554;3591.0;3853.0;3940.0;Quills题迨;Platoon题迨;Little Voice题迨;Love and Death on Long Island题迨;Desert Dancer题迨
Top Gun题迨;2585;1174;1295;2460.0;2769.0;3460.0;The Big Year题迨;Duplex题迨;Superbad题迨;Dead Man on Campus题迨;Flirting with Disaster题迨
Crouching Tiger, Hidden Dragon题迨;2586;2939;3186;3729.0;4851.0;4877.0;Young Adult题迨;The Joneses题迨;Saved!题迨;The Stewardesses题迨;Theresa Is a Mother题迨
American Beauty题迨;2587;2605;3277;3861.0;4894.0;4894.0;Little Women题迨;The Ultimate Gift题迨;The Greatest Show on Earth题迨;;
The King's Speech题迨;2588;1062;2333;2595.0;3036.0;3944.0;The Infiltrator题迨;Shattered题迨;The Imitation Game题迨;Vera Drake题迨;Four Lions题迨
Twins题迨;2589;1938;3684;3768.0;3985.0;4091.0;Don't Be Afraid of the Dark题迨;Paranormal Activity: The Marked Ones题迨;The Visit题迨;2:13题迨;Chain Letter题迨
Scream: The TV Series题迨            ;2590;561;1285;2220.0;2760.0;3695.0;The Angry Birds Movie题迨;Fantastic Mr. Fox题迨;Alpha and Omega题迨;Jonah: A VeggieTales Movie题迨;Doug's 1st Movie题迨
The Yellow Handkerchief题迨;2591;2165;2742;3576.0;4266.0;4312.0;Me Before You题迨;Slumdog Millionaire题迨;War & Peace题迨            ;It's All Gone Pete Tong题迨;Submarine题迨
The Color Purple题迨;2592;940;1811;2610.0;2792.0;4188.0;We Bought a Zoo题迨;Martian Child题迨;Wag the Dog题迨;The Lucky Ones题迨;Dancer, Texas Pop. 81题迨
Tidal Wave题迨;2593;41;1625;1943.0;2611.0;4894.0;Cars 2题迨;Racing Stripes题迨;Unaccompanied Minors题迨;The Lizzie McGuire Movie题迨;
;2594;627;849;961.0;2875.0;4894.0;Money Train题迨;Kill Bill: Vol. 2题迨;13 Hours题迨;True Romance题迨;
The Imitation Game题迨;2595;1462;2029;2613.0;3800.0;4727.0;Cursed题迨;Piranha 3D题迨;Krampus题迨;The Texas Chainsaw Massacre 2题迨;Girls Gone Dead题迨
Private Benjamin题迨;2596;1246;2151;3079.0;3108.0;3669.0;Scream 4题迨;The Conjuring题迨;The Grudge题迨;Valentine题迨;Saw II题迨
Coal Miner's Daughter题迨;2597;1135;1957;2573.0;4309.0;4860.0;Heaven's Gate题迨;Angela's Ashes题迨;The Homesman题迨;Northfork题迨;Middle of Nowhere题迨
Diary of a Wimpy Kid题迨;2598;1847;1873;3020.0;3759.0;4894.0;Blood and Wine题迨;No Country for Old Men题迨;Raising Cain题迨;Albino Alligator题迨;
Mama题迨;2599;829;1265;1538.0;2487.0;3589.0;Meet the Parents题迨;The Out-of-Towners题迨;The Big Wedding题迨;Dickie Roberts: Former Child Star题迨;College题迨
National Lampoon's Vacation题迨;2600;2903;3394;3517.0;3738.0;3819.0;Witness题迨;10th & Wolf题迨;Criminal Activities题迨;Made题迨;Bound题迨
Bad Grandpa题迨;2601;948;961;1767.0;2063.0;2620.0;Outbreak题迨;13 Hours题迨;3 Days to Kill题迨;Rogue题迨            ;The Skulls题迨
The Queen题迨;2602;1085;2602;3283.0;3543.0;3634.0;Love Actually题迨;The Queen题迨;Velvet Goldmine题迨;Aberdeen题迨;Bend It Like Beckham题迨
Beetlejuice题迨;2603;1193;2041;3019.0;3205.0;4699.0;Get Hard题迨;The Naked Gun 2题錩: The Smell of Fear题迨;Corky Romano题迨;Police Academy: Mission to Moscow题迨;The R.M.题迨
Why Did I Get Married?题迨;2604;982;3917;4081.0;4367.0;;Raising Helen题迨;The Velocity of Gary题迨;Damsels in Distress题迨;Waitress题迨;The Puffy Chair题迨
Little Women题迨; Hidden Dragon迨;2724;2728;2806.0;4432.0;4894.0;Winnie Mandela题迨;Bathory: Countess of Blood题迨;Downfall题迨;Queen of the Mountains题迨;
The Woman in Black题迨;2606;1213;1443;3022.0;3674.0;4478.0;The Final Destination题迨;Queen of the Damned题迨;Invaders from Mars题迨;Ouija题迨;Bleeding Hearts题迨
When a Stranger Calls题迨;2607;3704;4045;4190.0;4227.0;4900.0;Still Alice题迨;Elmer Gantry题迨;Redemption Road题迨;Courageous题迨;An American in Hollywood题迨
Big Fat Liar题迨;2608;2054;2627;2825.0;;4894.0;Jaws: The Revenge题迨;The Last House on the Left题迨;The Shallows题迨;The Ridges题迨;
The Deer Hunter题迨;2609;890;1061;1339.0;4764.0;;Gigli题迨;Liar Liar题迨;Heartbreakers题迨;What Happens in Vegas题迨;Smiling Fish & Goat on Fire题迨
Wag the Dog题迨;2610;2702;3332;3681.0;3972.0;4014.0;Idle Hands题迨;Club Dread题迨;Freddy's Dead: The Final Nightmare题迨;Evil Dead II题迨;Feast题迨
The Lizzie McGuire Movie题迨;2611;33;99;104.0;2631.0;4894.0;Alice in Wonderland题迨;The Hobbit: An Unexpected Journey题迨;The Sorcerer's Apprentice题迨;The Princess Bride题迨;
Snitch题迨;2612;675;2525;2587.0;3134.0;;Fight Club题迨;The Verdict题迨;American Beauty题迨;End of the Spear题迨;The Exploding Girl题迨
Krampus题迨;2613;2633;2925;3150.0;4674.0;;Drive题迨;Rounders题迨;American History X题迨;Water & Power题迨;The Mongol King题迨
The Faculty题迨;2614;278;1354;2634.0;3137.0;3428.0;Town & Country题迨;Virgin Territory题迨;Confessions of a Teenage Drama Queen题迨;Drop Dead Gorgeous题迨;Ta Ra Rum Pum题迨
What's Love Got to Do with It题迨;2615;813;1973;3352.0;3484.0;4706.0;Did You Hear About the Morgans?题迨;Mrs. Winterbourne题迨;Drive Me Crazy题迨;Cyrus题迨;Drinking Buddies题迨
Cop Land题迨;2616;881;2644;2680.0;2706.0;4035.0;Lolita题迨;Match Point题迨;Brazil题迨;Never Let Me Go题迨;The Bridge on the River Kwai题迨
Not Another Teen Movie题迨;2617;1930;2072;2637.0;4894.0;4894.0;Ice Princess题迨;The Rookie题迨;When the Game Stands Tall题迨;;
End of Watch题迨;2618;940;1817;2408.0;2792.0;4894.0;We Bought a Zoo题迨;What Just Happened题迨;Catch-22题迨;The Lucky Ones题迨;
;2619;947;1196;1580.0;1907.0;1933.0;Moneyball题迨;42题迨;Remember the Titans题迨;Million Dollar Arm题迨;He Got Game题迨
The Skulls题迨;2620;188;440;1163.0;1898.0;3983.0;Bad Boys II题迨;RED 2题迨;One for the Money题迨;Money Talks题迨;Taxman题迨
The Theory of Everything题迨;2621;1784;2570;3142.0;4388.0;4562.0;Knocked Up题迨;Vamps题迨;MacGruber题迨;I Want Someone to Eat Cheese With题迨;16 to Life题迨
Malibu's Most Wanted题迨;2622;205;1751;3869.0;4619.0;4672.0;The Da Vinci Code题迨;Identity题迨;The Boy Next Door题迨;Windsor Drive题迨;Arnolds Park题迨
Where the Heart Is题迨;2623;136;2183;2218.0;3253.0;4347.0;The Wolfman题迨;The Grudge 2题迨;Stay Alive题迨;The Texas Chain Saw Massacre题迨;I Spit on Your Grave题迨
Lawrence of Arabia题迨;2624;881;1626;3424.0;4035.0;4894.0;Lolita题迨;Atonement题迨;Code 46题迨;The Bridge on the River Kwai题迨;
Halloween II题迨;2625;107;442;616.0;744.0;1274.0;Shrek the Third题迨;Alvin and the Chipmunks: Chipwrecked题迨;Osmosis Jones题迨;ParaNorman题迨;The Magic Sword: Quest for Camelot题迨
Wild题迨;2626;1031;2421;2609.0;3634.0;4528.0;Anna Karenina题迨;Steve Jobs题迨;The Deer Hunter题迨;Bend It Like Beckham题迨;Walking and Talking题迨
The Last House on the Left题迨;2627;254;1375;2757.0;3816.0;4830.0;The Aviator题迨;Dolphin Tale 2题迨;White Fang题迨;Moby Dick题迨;On the Outs题迨
The Wedding Date题迨;2628;415;777;1032.0;2653.0;3989.0;Collateral Damage题迨;Mercury Rising题迨;Chappie题迨;The Marine题迨;Wicked Blood题迨
Halloween: Resurrection题迨;2629;70;893;2649.0;2994.0;3927.0;Hugo题迨;Anastasia题迨;Flicka题迨;Dancin' It's On题迨;1776题迨
;2630;1675;2834;3673.0;3678.0;4894.0;Eight Legged Freaks题迨;The Mist题迨;Paranormal Activity 3题迨;Paranormal Activity 4题迨;
The Princess Bride题迨;2631;2614;3047;3067.0;3459.0;4809.0;The Faculty题迨;Saw V题迨;Saw III题迨;Devil's Due题迨;Graduation Day题迨
The Great Debaters题迨;2632;1494;1618;2134.0;2563.0;3902.0;Ride with the Devil题迨;Message in a Bottle题迨;Moonlight Mile题迨;The Immigrant题迨;The Art of Getting By题迨
Drive题迨;2633;691;841;1119.0;1377.0;2034.0;Clear and Present Danger题迨;Crimson Tide题迨;Miracle at St. Anna题迨;A Man Apart题迨;Faster题迨
Confessions of a Teenage Drama Queen题迨;2634;327;2823;2982.0;3120.0;3914.0;The Campaign题迨;The New Guy题迨;Breakfast of Champions题迨;Kung Pow: Enter the Fist题迨;An Everlasting Piece题迨
The Object of My Affection题迨;2635;1037;1908;3427.0;3737.0;3746.0;Child 44题迨;The Giver题迨;Black November题迨;Once Upon a Time in the West题迨;Heavenly Creatures题迨
28 Weeks Later题迨;2636;2269;2765;2961.0;3300.0;4894.0;Let Me In题迨;An American Haunting题迨;In the Cut题迨;The I Inside题迨;
When the Game Stands Tall题迨;2637;1847;2662;2685.0;3909.0;4444.0;Blood and Wine题迨;Killing Them Softly题迨;Dark Blue题迨;Prison题迨;Niagara题迨
Because of Winn-Dixie题迨;2638;658;731;1258.0;2256.0;4894.0;Broken Arrow题迨;Jack Reacher题迨;The Shadow题迨;Armored题迨;
Love & Basketball题迨;2639;3623;4474;4820.0;4894.0;4894.0;Videodrome题迨;Crowsnest题迨;Cube题迨;;
Grosse Pointe Blank题迨;2640;240;598;641.0;4894.0;4894.0;Windtalkers题迨;The Monuments Men题迨;Saving Private Ryan题迨;;
All About Steve题迨;2641;372;1408;2661.0;3227.0;4894.0;Hollow Man题迨;Species题迨;Firestarter题迨;The Devil's Tomb题迨;
Book of Shadows: Blair Witch 2题迨;2642;1002;1401;2091.0;2117.0;4460.0;The Life of David Gale题迨;21题迨;Summer of Sam题迨;Arlington Road题迨;Reservoir Dogs题迨
The Craft题迨;2643;2296;2565;3046.0;3984.0;4829.0;A Dangerous Method题迨;Trance题迨;Brighton Rock题迨;The Secret题迨            ;Happy Valley题迨            
Match Point题迨;2644;2617;3514;3735.0;4101.0;4102.0;Not Another Teen Movie题迨;Dazed and Confused题迨;Grandma's Boy题迨;They Came Together题迨;30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo题迨
Ramona and Beezus题迨;2645;131;137;153.0;721.0;4895.0;Bolt题迨;Bee Movie题迨;Kung Fu Panda 3题迨;Cheaper by the Dozen 2题迨;A Charlie Brown Christmas题迨
The Remains of the Day题迨;2646;4598;4636;4891.0;4898.0;;Food Chains题迨;Iraq for Sale: The War Profiteers题迨;The Horse Boy题迨;Top Spin题迨;The Last Waltz题迨
Boogie Nights题迨;2647;62;86;2439.0;3454.0;4894.0;Jupiter Ascending题迨;Captain America: The Winter Soldier题迨;Megaforce题迨;Logan's Run题迨;
Nowhere to Run题迨;2648;2210;3278;3384.0;4559.0;4894.0;Eternal Sunshine of the Spotless Mind题迨;The Bold and the Beautiful题迨            ;Down in the Valley题迨;Speedway Junky题迨;
Flicka题迨;2649;650;1508;3666.0;4136.0;4682.0;Les Mis棠濠rables题迨;I Dreamed of Africa题迨;Somewhere in Time题迨;A Guy Named Joe题迨;Love Letters题迨
The Hills Have Eyes II题迨;2650;571;901;1962.0;1966.0;2411.0;Driven题迨;Lucky You题迨;Lords of Dogtown题迨;Warrior题迨;Raging Bull题迨
Urban Legends: Final Cut题迨;2651;451;1813;2114.0;3738.0;3769.0;Road to Perdition题迨;Money Monster题迨;Out of the Furnace题迨;Made题迨;Redacted题迨
Tuck Everlasting题迨;2652;1049;1131;1271.0;2975.0;4603.0;The Thomas Crown Affair题迨;Sleepers题迨;Mean Streets题迨;Brother题迨;Hard Candy题迨
The Marine题迨;2653;1890;3128;3136.0;4479.0;4607.0;Anchorman: The Legend of Ron Burgundy题迨;The Goods: Live Hard, Sell Hard题迨;Office Space题迨;Waiting...题迨;The Brass Teapot题迨
Keanu题迨;2654;1396;1488;4794.0;;;True Grit题迨;Radio Flyer题迨;3 Backyards题迨;Tiger Orange题迨;Flywheel题迨
Country Strong题迨;2655;651;1217;1523.0;2429.0;3057.0;You've Got Mail题迨;Shall We Dance题迨;Pushing Tin题迨;And So It Goes题迨;In the Land of Women题迨
Disturbing Behavior题迨;2656;2292;3232;3650.0;4398.0;4906.0;Willard题迨;Gunless题迨;Mambo Italiano题迨;Pontypool题迨;A Dog's Breakfast题迨
The Place Beyond the Pines题迨;2657;435;846;2862.0;4742.0;4894.0;Batman Returns题迨;Kill Bill: Vol. 1题迨;Excessive Force题迨;Diamond Ruff题迨;
The November Man题迨;2658;2163;2184;3057.0;4157.0;4249.0;Why Did I Get Married Too?题迨;How Stella Got Her Groove Back题迨;In the Land of Women题迨;Garden State题迨;Shortbus题迨
Eye of the Beholder题迨;2659;1012;2962;3590.0;3726.0;4798.0;The Scarlet Letter题迨;Two Lovers题迨;The Virgin Suicides题迨;A Farewell to Arms题迨;Nothing But a Man题迨
The Hurt Locker题迨;2660;552;2397;2506.0;2636.0;4035.0;Soldier题迨;Gosford Park题迨;Shanghai Surprise题迨;28 Weeks Later题迨;The Bridge on the River Kwai题迨
Firestarter题迨;2661;2463;3212;3440.0;3625.0;4061.0;Step Up 2: The Streets题迨;Motherhood题迨;Flashdance题迨;Song One题迨;Please Give题迨
Killing Them Softly题迨;2662;1132;2248;2888.0;3461.0;3595.0;Rambo: First Blood Part II题迨;Paparazzi题迨;Machete题迨;The Devil's Rejects题迨;Veronica Mars题迨            
A Most Wanted Man题迨;2663;2012;2548;2938.0;2954.0;4378.0;The Whole Nine Yards题迨;Drowning Mona题迨;Max Keeble's Big Move题迨;Screwed题迨;Repo Man题迨
Freddy Got Fingered题迨;2664;2420;3159;3353.0;4190.0;4213.0;Life as a House题迨;Black or White题迨;Akeelah and the Bee题迨;Redemption Road题迨;The Timber题迨
The Pirates Who Don't Do Anything: A VeggieTales Movie题迨;2665;1029;1161;1682.0;2117.0;3913.0;Traffic题迨;Lord of War题迨;Pride and Glory题迨;Arlington Road题迨;Trust题迨
U2 3D题迨;2666;534;1128;1778.0;1858.0;3450.0;Charlie Wilson's War题迨;Argo题迨;Kundun题迨;W.题迨;Good Night, and Good Luck.题迨
Highlander: Endgame题迨;2667;1823;2687;2795.0;3075.0;4013.0;Shakespeare in Love题迨;Whatever It Takes题迨;Flipped题迨;Madea's Family Reunion题迨;Beginners题迨
Idlewild题迨;2668;865;2523;3895.0;4015.0;4607.0;Stuck on You题迨;Dumb & Dumber题迨;Love Stinks题迨;Animal House题迨;The Brass Teapot题迨
One Day题迨;2669;1085;2602;2646.0;3365.0;4259.0;Love Actually题迨;The Queen题迨;The Remains of the Day题迨;Shadow of the Vampire题迨;Clockwatchers题迨
Whip It题迨;2670;2605;2690;3861.0;4894.0;4894.0;Little Women题迨;The Love Letter题迨;The Greatest Show on Earth题迨;;
Knockaround Guys题迨;2671;137;147;183.0;2691.0;4894.0;Bee Movie题迨;Madagascar 3: Europe's Most Wanted题迨;Kung Fu Panda题迨;Hoot题迨;
Confidence题迨;2672;612;2480;2932.0;4716.0;4847.0;Killer Elite题迨;Smokin' Aces题迨;The Boys from Brazil题迨;Monsters题迨;Bronson题迨
The Muse题迨;2673;643;1615;1914.0;3043.0;4894.0;What Women Want题迨;Midnight in Paris题迨;She's the Man题迨;Romance & Cigarettes题迨;
De-Lovely题迨;2674;2147;2314;2501.0;3282.0;4584.0;Wayne's World题迨;Marci X题迨;American Dreamz题迨;Hamlet 2题迨;Steppin: The Movie题迨
New York Stories题迨;2675;643;1041;1595.0;2641.0;2744.0;What Women Want题迨;Bedazzled题迨;27 Dresses题迨;All About Steve题迨;Pretty Woman题迨
Barney's Great Adventure题迨;2676;1502;1567;2445.0;2793.0;4493.0;The Fountain题迨;Hearts in Atlantis题迨;Unforgettable题迨            ;Margaret题迨;Silent Running题迨
The Man with the Iron Fists题迨;2677;888;1041;2011.0;2443.0;2821.0;You, Me and Dupree题迨;Bedazzled题迨;Think Like a Man Too题迨;Anything Else题迨;About Last Night题迨
Home Fries题迨;2678;1071;2578;3417.0;3618.0;3963.0;The Client题迨;Slow Burn题迨;Narc题迨;Don McKay题迨;Harper题迨
Here on Earth题迨;2679;661;1635;2127.0;2530.0;3339.0;Mona Lisa Smile题迨;The Age of Adaline题迨;For Colored Girls题迨;Moonrise Kingdom题迨;Escape from Alcatraz题迨
Brazil题迨;2680;669;1819;3154.0;3396.0;4808.0;Primary Colors题迨;The Magic Flute题迨;The Straight Story题迨;Aloft题迨;Bizarre题迨
Raise Your Voice题迨;2681;1464;1815;2389.0;3019.0;4044.0;Hot Pursuit题迨;Flawless题迨;Austin Powers: International Man of Mystery题迨;Corky Romano题迨;Next Day Air题迨
The Dead Zone题迨            ;2682;2629;3332;3681.0;3788.0;4894.0;Halloween: Resurrection题迨;Club Dread题迨;Freddy's Dead: The Final Nightmare题迨;Yoga Hosers题迨;
